timestamp,zone,hour,day_of_week,is_weekend,temp_c,zone_population,zone_ev_users,zone_chargers,zone_grid_capacity,ev_demand_kw
2025-12-27T00:00:00,Sarjapur,8,4,0,22.4,165000,2900,9,6500,3260
2025-12-27T01:00:00,Sarjapur,9,4,0,22.4,165000,2900,9,6500,2904
2025-12-27T02:00:00,Sarjapur,10,4,0,22.4,165000,2900,9,6500,2209
2025-12-27T03:00:00,Sarjapur,11,4,0,22.4,165000,2900,9,6500,1849
2025-12-27T04:00:00,Sarjapur,12,4,0,22.4,165000,2900,9,6500,1705
2025-12-27T05:00:00,Sarjapur,13,4,0,22.4,165000,2900,9,6500,1885
2025-12-27T06:00:00,Sarjapur,14,4,0,22.4,165000,2900,9,6500,1937
2025-12-27T07:00:00,Sarjapur,15,4,0,22.4,165000,2900,9,6500,1810
2025-12-27T08:00:00,Sarjapur,16,4,0,22.4,165000,2900,9,6500,1908
2025-12-27T09:00:00,Sarjapur,17,4,0,22.4,165000,2900,9,6500,2345
2025-12-27T10:00:00,Sarjapur,18,4,0,22.4,165000,2900,9,6500,3642
2025-12-27T11:00:00,Sarjapur,19,4,0,22.4,165000,2900,9,6500,3745
2025-12-27T12:00:00,Sarjapur,20,4,0,22.4,165000,2900,9,6500,3678
2025-12-27T13:00:00,Sarjapur,21,4,0,22.4,165000,2900,9,6500,3537
2025-12-27T14:00:00,Sarjapur,22,4,0,22.4,165000,2900,9,6500,2141
2025-12-27T15:00:00,Sarjapur,23,4,0,22.4,165000,2900,9,6500,1652
2025-12-26T16:00:00,Indiranagar,0,4,0,22.4,98000,2100,10,4800,620
2025-12-26T17:00:00,Indiranagar,1,4,0,22.4,98000,2100,10,4800,592
2025-12-26T18:00:00,Indiranagar,2,4,0,22.4,98000,2100,10,4800,562
2025-12-26T19:00:00,Indiranagar,3,4,0,22.4,98000,2100,10,4800,623
2025-12-26T20:00:00,Indiranagar,4,4,0,22.4,98000,2100,10,4800,660
2025-12-26T21:00:00,Indiranagar,5,4,0,22.4,98000,2100,10,4800,545
2025-12-26T22:00:00,Indiranagar,6,4,0,22.4,98000,2100,10,4800,805
2025-12-26T23:00:00,Indiranagar,7,4,0,22.4,98000,2100,10,4800,926
2025-12-27T00:00:00,Indiranagar,8,4,0,22.4,98000,2100,10,4800,1582
2025-12-27T01:00:00,Indiranagar,9,4,0,22.4,98000,2100,10,4800,1565
2025-12-27T02:00:00,Indiranagar,10,4,0,22.4,98000,2100,10,4800,962
2025-12-27T03:00:00,Indiranagar,11,4,0,22.4,98000,2100,10,4800,855
2025-12-27T04:00:00,Indiranagar,12,4,0,22.4,98000,2100,10,4800,893
2025-12-27T05:00:00,Indiranagar,13,4,0,22.4,98000,2100,10,4800,860
2025-12-27T06:00:00,Indiranagar,14,4,0,22.4,98000,2100,10,4800,978
2025-12-27T07:00:00,Indiranagar,15,4,0,22.4,98000,2100,10,4800,821
2025-12-27T08:00:00,Indiranagar,16,4,0,22.4,98000,2100,10,4800,901
2025-12-27T09:00:00,Indiranagar,17,4,0,22.4,98000,2100,10,4800,945
2025-12-27T10:00:00,Indiranagar,18,4,0,22.4,98000,2100,10,4800,1880
2025-12-27T11:00:00,Indiranagar,19,4,0,22.4,98000,2100,10,4800,1913
2025-12-27T12:00:00,Indiranagar,20,4,0,22.4,98000,2100,10,4800,1829
2025-12-27T13:00:00,Indiranagar,21,4,0,22.4,98000,2100,10,4800,1925
2025-12-27T14:00:00,Indiranagar,22,4,0,22.4,98000,2100,10,4800,927
2025-12-27T15:00:00,Indiranagar,23,4,0,22.4,98000,2100,10,4800,752
2025-12-26T16:00:00,Yelahanka,0,4,0,22.4,210000,1800,6,7200,922
2025-12-26T17:00:00,Yelahanka,1,4,0,22.4,210000,1800,6,7200,917
2025-12-26T18:00:00,Yelahanka,2,4,0,22.4,210000,1800,6,7200,941
2025-12-26T19:00:00,Yelahanka,3,4,0,22.4,210000,1800,6,7200,948
2025-12-26T20:00:00,Yelahanka,4,4,0,22.4,210000,1800,6,7200,862
2025-12-26T21:00:00,Yelahanka,5,4,0,22.4,210000,1800,6,7200,928
2025-12-26T22:00:00,Yelahanka,6,4,0,22.4,210000,1800,6,7200,1110
2025-12-26T23:00:00,Yelahanka,7,4,0,22.4,210000,1800,6,7200,1441
2025-12-27T00:00:00,Yelahanka,8,4,0,22.4,210000,1800,6,7200,2251
2025-12-27T01:00:00,Yelahanka,9,4,0,22.4,210000,1800,6,7200,2362
2025-12-27T02:00:00,Yelahanka,10,4,0,22.4,210000,1800,6,7200,1304
2025-12-27T03:00:00,Yelahanka,11,4,0,22.4,210000,1800,6,7200,1245
2025-12-27T04:00:00,Yelahanka,12,4,0,22.4,210000,1800,6,7200,1305
2025-12-27T05:00:00,Yelahanka,13,4,0,22.4,210000,1800,6,7200,1167
2025-12-27T06:00:00,Yelahanka,14,4,0,22.4,210000,1800,6,7200,1248
2025-12-27T07:00:00,Yelahanka,15,4,0,22.4,210000,1800,6,7200,1281
2025-12-27T08:00:00,Yelahanka,16,4,0,22.4,210000,1800,6,7200,1290
2025-12-27T09:00:00,Yelahanka,17,4,0,22.4,210000,1800,6,7200,1328
2025-12-27T10:00:00,Yelahanka,18,4,0,22.4,210000,1800,6,7200,2735
2025-12-27T11:00:00,Yelahanka,19,4,0,22.4,210000,1800,6,7200,2455
2025-12-27T12:00:00,Yelahanka,20,4,0,22.4,210000,1800,6,7200,2571
2025-12-27T13:00:00,Yelahanka,21,4,0,22.4,210000,1800,6,7200,2728
2025-12-27T14:00:00,Yelahanka,22,4,0,22.4,210000,1800,6,7200,1491
2025-12-27T15:00:00,Yelahanka,23,4,0,22.4,210000,1800,6,7200,1258
2025-12-26T16:00:00,HSR Layout,0,4,0,22.4,188000,3350,11,6900,1492
2025-12-26T17:00:00,HSR Layout,1,4,0,22.4,188000,3350,11,6900,1529
2025-12-26T18:00:00,HSR Layout,2,4,0,22.4,188000,3350,11,6900,1778
2025-12-26T19:00:00,HSR Layout,3,4,0,22.4,188000,3350,11,6900,1563
2025-12-26T20:00:00,HSR Layout,4,4,0,22.4,188000,3350,11,6900,1692
2025-12-26T21:00:00,HSR Layout,5,4,0,22.4,188000,3350,11,6900,1628
2025-12-26T22:00:00,HSR Layout,6,4,0,22.4,188000,3350,11,6900,1984
2025-12-26T23:00:00,HSR Layout,7,4,0,22.4,188000,3350,11,6900,2443
2025-12-27T00:00:00,HSR Layout,8,4,0,22.4,188000,3350,11,6900,3658
2025-12-27T01:00:00,HSR Layout,9,4,0,22.4,188000,3350,11,6900,3862
2025-12-27T02:00:00,HSR Layout,10,4,0,22.4,188000,3350,11,6900,2560
2025-12-27T03:00:00,HSR Layout,11,4,0,22.4,188000,3350,11,6900,2277
2025-12-27T04:00:00,HSR Layout,12,4,0,22.4,188000,3350,11,6900,2339
2025-12-27T05:00:00,HSR Layout,13,4,0,22.4,188000,3350,11,6900,2395
2025-12-27T06:00:00,HSR Layout,14,4,0,22.4,188000,3350,11,6900,2162
2025-12-27T07:00:00,HSR Layout,15,4,0,22.4,188000,3350,11,6900,2029
2025-12-27T08:00:00,HSR Layout,16,4,0,22.4,188000,3350,11,6900,2539
2025-12-27T09:00:00,HSR Layout,17,4,0,22.4,188000,3350,11,6900,2731
2025-12-27T10:00:00,HSR Layout,18,4,0,22.4,188000,3350,11,6900,5079
2025-12-27T11:00:00,HSR Layout,19,4,0,22.4,188000,3350,11,6900,4465
2025-12-27T12:00:00,HSR Layout,20,4,0,22.4,188000,3350,11,6900,4614
2025-12-27T13:00:00,HSR Layout,21,4,0,22.4,188000,3350,11,6900,4852
2025-12-27T14:00:00,HSR Layout,22,4,0,22.4,188000,3350,11,6900,2888
2025-12-27T15:00:00,HSR Layout,23,4,0,22.4,188000,3350,11,6900,1851
2025-12-26T16:00:00,Marathahalli,0,4,0,22.4,236000,3620,13,7600,1949
2025-12-26T17:00:00,Marathahalli,1,4,0,22.4,236000,3620,13,7600,1812
2025-12-26T18:00:00,Marathahalli,2,4,0,22.4,236000,3620,13,7600,1663
2025-12-26T19:00:00,Marathahalli,3,4,0,22.4,236000,3620,13,7600,1635
2025-12-26T20:00:00,Marathahalli,4,4,0,22.4,236000,3620,13,7600,1943
2025-12-26T21:00:00,Marathahalli,5,4,0,22.4,236000,3620,13,7600,1928
2025-12-26T22:00:00,Marathahalli,6,4,0,22.4,236000,3620,13,7600,2482
2025-12-26T23:00:00,Marathahalli,7,4,0,22.4,236000,3620,13,7600,3003
2025-12-27T00:00:00,Marathahalli,8,4,0,22.4,236000,3620,13,7600,5074
2025-12-27T01:00:00,Marathahalli,9,4,0,22.4,236000,3620,13,7600,4721
2025-12-27T02:00:00,Marathahalli,10,4,0,22.4,236000,3620,13,7600,2883
2025-12-27T03:00:00,Marathahalli,11,4,0,22.4,236000,3620,13,7600,2681
2025-12-27T04:00:00,Marathahalli,12,4,0,22.4,236000,3620,13,7600,2723
2025-12-27T05:00:00,Marathahalli,13,4,0,22.4,236000,3620,13,7600,2529
2025-12-27T06:00:00,Marathahalli,14,4,0,22.4,236000,3620,13,7600,2786
2025-12-27T07:00:00,Marathahalli,15,4,0,22.4,236000,3620,13,7600,2776
2025-12-27T08:00:00,Marathahalli,16,4,0,22.4,236000,3620,13,7600,2655
2025-12-27T09:00:00,Marathahalli,17,4,0,22.4,236000,3620,13,7600,3277
2025-12-27T10:00:00,Marathahalli,18,4,0,22.4,236000,3620,13,7600,5769
2025-12-27T11:00:00,Marathahalli,19,4,0,22.4,236000,3620,13,7600,5633
2025-12-27T12:00:00,Marathahalli,20,4,0,22.4,236000,3620,13,7600,5816
2025-12-27T13:00:00,Marathahalli,21,4,0,22.4,236000,3620,13,7600,5649
2025-12-27T14:00:00,Marathahalli,22,4,0,22.4,236000,3620,13,7600,3012
2025-12-27T15:00:00,Marathahalli,23,4,0,22.4,236000,3620,13,7600,2449
2025-12-26T16:00:00,Jayanagar,0,4,0,22.4,154000,2550,9,5600,1052
2025-12-26T17:00:00,Jayanagar,1,4,0,22.4,154000,2550,9,5600,875
2025-12-26T18:00:00,Jayanagar,2,4,0,22.4,154000,2550,9,5600,860
2025-12-26T19:00:00,Jayanagar,3,4,0,22.4,154000,2550,9,5600,948
2025-12-26T20:00:00,Jayanagar,4,4,0,22.4,154000,2550,9,5600,953
2025-12-26T21:00:00,Jayanagar,5,4,0,22.4,154000,2550,9,5600,1039
2025-12-26T22:00:00,Jayanagar,6,4,0,22.4,154000,2550,9,5600,1318
2025-12-26T23:00:00,Jayanagar,7,4,0,22.4,154000,2550,9,5600,1591
2025-12-27T00:00:00,Jayanagar,8,4,0,22.4,154000,2550,9,5600,2567
2025-12-27T01:00:00,Jayanagar,9,4,0,22.4,154000,2550,9,5600,2671
2025-12-27T02:00:00,Jayanagar,10,4,0,22.4,154000,2550,9,5600,1459
2025-12-27T03:00:00,Jayanagar,11,4,0,22.4,154000,2550,9,5600,1324
2025-12-27T04:00:00,Jayanagar,12,4,0,22.4,154000,2550,9,5600,1364
2025-12-27T05:00:00,Jayanagar,13,4,0,22.4,154000,2550,9,5600,1285
2025-12-27T06:00:00,Jayanagar,14,4,0,22.4,154000,2550,9,5600,1490
2025-12-27T07:00:00,Jayanagar,15,4,0,22.4,154000,2550,9,5600,1399
2025-12-27T08:00:00,Jayanagar,16,4,0,22.4,154000,2550,9,5600,1344
2025-12-27T09:00:00,Jayanagar,17,4,0,22.4,154000,2550,9,5600,1643
2025-12-27T10:00:00,Jayanagar,18,4,0,22.4,154000,2550,9,5600,2819
2025-12-27T11:00:00,Jayanagar,19,4,0,22.4,154000,2550,9,5600,2908
2025-12-27T12:00:00,Jayanagar,20,4,0,22.4,154000,2550,9,5600,2633
2025-12-27T13:00:00,Jayanagar,21,4,0,22.4,154000,2550,9,5600,2800
2025-12-27T14:00:00,Jayanagar,22,4,0,22.4,154000,2550,9,5600,1591
2025-12-27T15:00:00,Jayanagar,23,4,0,22.4,154000,2550,9,5600,1251
2025-12-26T16:00:00,Rajajinagar,0,4,0,22.4,172000,2480,8,6100,1039
2025-12-26T17:00:00,Rajajinagar,1,4,0,22.4,172000,2480,8,6100,993
2025-12-26T18:00:00,Rajajinagar,2,4,0,22.4,172000,2480,8,6100,1014
2025-12-26T19:00:00,Rajajinagar,3,4,0,22.4,172000,2480,8,6100,1063
2025-12-26T20:00:00,Rajajinagar,4,4,0,22.4,172000,2480,8,6100,1107
2025-12-26T21:00:00,Rajajinagar,5,4,0,22.4,172000,2480,8,6100,1003
2025-12-26T22:00:00,Rajajinagar,6,4,0,22.4,172000,2480,8,6100,1363
2025-12-26T23:00:00,Rajajinagar,7,4,0,22.4,172000,2480,8,6100,1634
2025-12-27T00:00:00,Rajajinagar,8,4,0,22.4,172000,2480,8,6100,2752
2025-12-27T01:00:00,Rajajinagar,9,4,0,22.4,172000,2480,8,6100,2339
2025-12-27T02:00:00,Rajajinagar,10,4,0,22.4,172000,2480,8,6100,1651
2025-12-27T03:00:00,Rajajinagar,11,4,0,22.4,172000,2480,8,6100,1401
2025-12-27T04:00:00,Rajajinagar,12,4,0,22.4,172000,2480,8,6100,1544
2025-12-27T05:00:00,Rajajinagar,13,4,0,22.4,172000,2480,8,6100,1496
2025-12-27T06:00:00,Rajajinagar,14,4,0,22.4,172000,2480,8,6100,1548
2025-12-27T07:00:00,Rajajinagar,15,4,0,22.4,172000,2480,8,6100,1465
2025-12-27T08:00:00,Rajajinagar,16,4,0,22.4,172000,2480,8,6100,1439
2025-12-27T09:00:00,Rajajinagar,17,4,0,22.4,172000,2480,8,6100,1685
2025-12-27T10:00:00,Rajajinagar,18,4,0,22.4,172000,2480,8,6100,3133
2025-12-27T11:00:00,Rajajinagar,19,4,0,22.4,172000,2480,8,6100,3192
2025-12-27T12:00:00,Rajajinagar,20,4,0,22.4,172000,2480,8,6100,3062
2025-12-27T13:00:00,Rajajinagar,21,4,0,22.4,172000,2480,8,6100,3228
2025-12-27T14:00:00,Rajajinagar,22,4,0,22.4,172000,2480,8,6100,1708
2025-12-27T15:00:00,Rajajinagar,23,4,0,22.4,172000,2480,8,6100,1298
2025-12-26T16:00:00,Banashankari,0,4,0,22.4,198000,2760,9,6400,1248
2025-12-26T17:00:00,Banashankari,1,4,0,22.4,198000,2760,9,6400,1230
2025-12-26T18:00:00,Banashankari,2,4,0,22.4,198000,2760,9,6400,1299
2025-12-26T19:00:00,Banashankari,3,4,0,22.4,198000,2760,9,6400,1273
2025-12-26T20:00:00,Banashankari,4,4,0,22.4,198000,2760,9,6400,1253
2025-12-26T21:00:00,Banashankari,5,4,0,22.4,198000,2760,9,6400,1182
2025-12-26T22:00:00,Banashankari,6,4,0,22.4,198000,2760,9,6400,1655
2025-12-26T23:00:00,Banashankari,7,4,0,22.4,198000,2760,9,6400,2210
2025-12-27T00:00:00,Banashankari,8,4,0,22.4,198000,2760,9,6400,3029
2025-12-27T01:00:00,Banashankari,9,4,0,22.4,198000,2760,9,6400,3270
2025-12-27T02:00:00,Banashankari,10,4,0,22.4,198000,2760,9,6400,1971
2025-12-27T03:00:00,Banashankari,11,4,0,22.4,198000,2760,9,6400,1896
2025-12-27T04:00:00,Banashankari,12,4,0,22.4,198000,2760,9,6400,1701
2025-12-27T05:00:00,Banashankari,13,4,0,22.4,198000,2760,9,6400,1783
2025-12-27T06:00:00,Banashankari,14,4,0,22.4,198000,2760,9,6400,1659
2025-12-27T07:00:00,Banashankari,15,4,0,22.4,198000,2760,9,6400,1748
2025-12-27T08:00:00,Banashankari,16,4,0,22.4,198000,2760,9,6400,1745
2025-12-27T09:00:00,Banashankari,17,4,0,22.4,198000,2760,9,6400,2106
2025-12-27T10:00:00,Banashankari,18,4,0,22.4,198000,2760,9,6400,3671
2025-12-27T11:00:00,Banashankari,19,4,0,22.4,198000,2760,9,6400,3349
2025-12-27T12:00:00,Banashankari,20,4,0,22.4,198000,2760,9,6400,3529
2025-12-27T13:00:00,Banashankari,21,4,0,22.4,198000,2760,9,6400,3762
2025-12-27T14:00:00,Banashankari,22,4,0,22.4,198000,2760,9,6400,1982
2025-12-27T15:00:00,Banashankari,23,4,0,22.4,198000,2760,9,6400,1592
2025-12-26T16:00:00,Bellandur,0,4,0,22.4,214000,3480,12,7050,1616
2025-12-26T17:00:00,Bellandur,1,4,0,22.4,214000,3480,12,7050,1714
2025-12-26T18:00:00,Bellandur,2,4,0,22.4,214000,3480,12,7050,1658
2025-12-26T19:00:00,Bellandur,3,4,0,22.4,214000,3480,12,7050,1689
2025-12-26T20:00:00,Bellandur,4,4,0,22.4,214000,3480,12,7050,1666
2025-12-26T21:00:00,Bellandur,5,4,0,22.4,214000,3480,12,7050,1624
2025-12-26T22:00:00,Bellandur,6,4,0,22.4,214000,3480,12,7050,2200
2025-12-26T23:00:00,Bellandur,7,4,0,22.4,214000,3480,12,7050,2794
2025-12-27T00:00:00,Bellandur,8,4,0,22.4,214000,3480,12,7050,4458
2025-12-27T01:00:00,Bellandur,9,4,0,22.4,214000,3480,12,7050,4417
2025-12-27T02:00:00,Bellandur,10,4,0,22.4,214000,3480,12,7050,2735
2025-12-27T03:00:00,Bellandur,11,4,0,22.4,214000,3480,12,7050,2606
2025-12-27T04:00:00,Bellandur,12,4,0,22.4,214000,3480,12,7050,2394
2025-12-27T05:00:00,Bellandur,13,4,0,22.4,214000,3480,12,7050,2483
2025-12-27T06:00:00,Bellandur,14,4,0,22.4,214000,3480,12,7050,2531
2025-12-27T07:00:00,Bellandur,15,4,0,22.4,214000,3480,12,7050,2478
2025-12-27T08:00:00,Bellandur,16,4,0,22.4,214000,3480,12,7050,2281
2025-12-27T09:00:00,Bellandur,17,4,0,22.4,214000,3480,12,7050,2629
2025-12-27T10:00:00,Bellandur,18,4,0,22.4,214000,3480,12,7050,4728
2025-12-27T11:00:00,Bellandur,19,4,0,22.4,214000,3480,12,7050,5337
2025-12-27T12:00:00,Bellandur,20,4,0,22.4,214000,3480,12,7050,4824
2025-12-27T13:00:00,Bellandur,21,4,0,22.4,214000,3480,12,7050,5121
2025-12-27T14:00:00,Bellandur,22,4,0,22.4,214000,3480,12,7050,2681
2025-12-27T15:00:00,Bellandur,23,4,0,22.4,214000,3480,12,7050,2153
2025-12-26T16:00:00,Malleshwaram,0,4,0,22.4,146000,2290,9,5750,846
2025-12-26T17:00:00,Malleshwaram,1,4,0,22.4,146000,2290,9,5750,811
2025-12-26T18:00:00,Malleshwaram,2,4,0,22.4,146000,2290,9,5750,853
2025-12-26T19:00:00,Malleshwaram,3,4,0,22.4,146000,2290,9,5750,815
2025-12-26T20:00:00,Malleshwaram,4,4,0,22.4,146000,2290,9,5750,873
2025-12-26T21:00:00,Malleshwaram,5,4,0,22.4,146000,2290,9,5750,818
2025-12-26T22:00:00,Malleshwaram,6,4,0,22.4,146000,2290,9,5750,1209
2025-12-26T23:00:00,Malleshwaram,7,4,0,22.4,146000,2290,9,5750,1377
2025-12-27T00:00:00,Malleshwaram,8,4,0,22.4,146000,2290,9,5750,2071
2025-12-27T01:00:00,Malleshwaram,9,4,0,22.4,146000,2290,9,5750,2259
2025-12-27T02:00:00,Malleshwaram,10,4,0,22.4,146000,2290,9,5750,1441
2025-12-27T03:00:00,Malleshwaram,11,4,0,22.4,146000,2290,9,5750,1327
2025-12-27T04:00:00,Malleshwaram,12,4,0,22.4,146000,2290,9,5750,1177
2025-12-27T05:00:00,Malleshwaram,13,4,0,22.4,146000,2290,9,5750,1301
2025-12-27T06:00:00,Malleshwaram,14,4,0,22.4,146000,2290,9,5750,1301
2025-12-27T07:00:00,Malleshwaram,15,4,0,22.4,146000,2290,9,5750,1401
2025-12-27T08:00:00,Malleshwaram,16,4,0,22.4,146000,2290,9,5750,1252
2025-12-27T09:00:00,Malleshwaram,17,4,0,22.4,146000,2290,9,5750,1443
2025-12-27T10:00:00,Malleshwaram,18,4,0,22.4,146000,2290,9,5750,2541
2025-12-27T11:00:00,Malleshwaram,19,4,0,22.4,146000,2290,9,5750,2721
2025-12-27T12:00:00,Malleshwaram,20,4,0,22.4,146000,2290,9,5750,2646
2025-12-27T13:00:00,Malleshwaram,21,4,0,22.4,146000,2290,9,5750,2441
2025-12-27T14:00:00,Malleshwaram,22,4,0,22.4,146000,2290,9,5750,1397
2025-12-27T15:00:00,Malleshwaram,23,4,0,22.4,146000,2290,9,5750,1157
2025-12-26T16:00:00,KR Puram,0,4,0,22.4,223000,3180,10,7350,1576
2025-12-26T17:00:00,KR Puram,1,4,0,22.4,223000,3180,10,7350,1558
2025-12-26T18:00:00,KR Puram,2,4,0,22.4,223000,3180,10,7350,1635
2025-12-26T19:00:00,KR Puram,3,4,0,22.4,223000,3180,10,7350,1658
2025-12-26T20:00:00,KR Puram,4,4,0,22.4,223000,3180,10,7350,1779
2025-12-26T21:00:00,KR Puram,5,4,0,22.4,223000,3180,10,7350,1434
2025-12-26T22:00:00,KR Puram,6,4,0,22.4,223000,3180,10,7350,2176
2025-12-26T23:00:00,KR Puram,7,4,0,22.4,223000,3180,10,7350,2543
2025-12-27T00:00:00,KR Puram,8,4,0,22.4,223000,3180,10,7350,4041
2025-12-27T01:00:00,KR Puram,9,4,0,22.4,223000,3180,10,7350,3856
2025-12-27T02:00:00,KR Puram,10,4,0,22.4,223000,3180,10,7350,2822
2025-12-27T03:00:00,KR Puram,11,4,0,22.4,223000,3180,10,7350,2095
2025-12-27T04:00:00,KR Puram,12,4,0,22.4,223000,3180,10,7350,2450
2025-12-27T05:00:00,KR Puram,13,4,0,22.4,223000,3180,10,7350,2256
2025-12-27T06:00:00,KR Puram,14,4,0,22.4,223000,3180,10,7350,2477
2025-12-27T07:00:00,KR Puram,15,4,0,22.4,223000,3180,10,7350,2431
2025-12-27T08:00:00,KR Puram,16,4,0,22.4,223000,3180,10,7350,2270
2025-12-27T09:00:00,KR Puram,17,4,0,22.4,223000,3180,10,7350,2591
2025-12-27T10:00:00,KR Puram,18,4,0,22.4,223000,3180,10,7350,4803
2025-12-27T11:00:00,KR Puram,19,4,0,22.4,223000,3180,10,7350,4809
2025-12-27T12:00:00,KR Puram,20,4,0,22.4,223000,3180,10,7350,4696
2025-12-27T13:00:00,KR Puram,21,4,0,22.4,223000,3180,10,7350,5160
2025-12-27T14:00:00,KR Puram,22,4,0,22.4,223000,3180,10,7350,2543
2025-12-27T15:00:00,KR Puram,23,4,0,22.4,223000,3180,10,7350,2126
2025-12-26T16:00:00,JP Nagar,0,4,0,22.4,205000,2870,10,6280,1308
2025-12-26T17:00:00,JP Nagar,1,4,0,22.4,205000,2870,10,6280,1271
2025-12-26T18:00:00,JP Nagar,2,4,0,22.4,205000,2870,10,6280,1351
2025-12-26T19:00:00,JP Nagar,3,4,0,22.4,205000,2870,10,6280,1331
2025-12-26T20:00:00,JP Nagar,4,4,0,22.4,205000,2870,10,6280,1325
2025-12-26T21:00:00,JP Nagar,5,4,0,22.4,205000,2870,10,6280,1340
2025-12-26T22:00:00,JP Nagar,6,4,0,22.4,205000,2870,10,6280,1600
2025-12-26T23:00:00,JP Nagar,7,4,0,22.4,205000,2870,10,6280,2099
2025-12-27T00:00:00,JP Nagar,8,4,0,22.4,205000,2870,10,6280,3203
2025-12-27T01:00:00,JP Nagar,9,4,0,22.4,205000,2870,10,6280,3283
2025-12-27T02:00:00,JP Nagar,10,4,0,22.4,205000,2870,10,6280,1955
2025-12-27T03:00:00,JP Nagar,11,4,0,22.4,205000,2870,10,6280,1845
2025-12-27T04:00:00,JP Nagar,12,4,0,22.4,205000,2870,10,6280,1697
2025-12-27T05:00:00,JP Nagar,13,4,0,22.4,205000,2870,10,6280,1798
2025-12-27T06:00:00,JP Nagar,14,4,0,22.4,205000,2870,10,6280,1632
2025-12-27T07:00:00,JP Nagar,15,4,0,22.4,205000,2870,10,6280,1870
2025-12-27T08:00:00,JP Nagar,16,4,0,22.4,205000,2870,10,6280,1777
2025-12-27T09:00:00,JP Nagar,17,4,0,22.4,205000,2870,10,6280,1983
2025-12-27T10:00:00,JP Nagar,18,4,0,22.4,205000,2870,10,6280,3693
2025-12-27T11:00:00,JP Nagar,19,4,0,22.4,205000,2870,10,6280,3457
2025-12-27T12:00:00,JP Nagar,20,4,0,22.4,205000,2870,10,6280,4005
2025-12-27T13:00:00,JP Nagar,21,4,0,22.4,205000,2870,10,6280,3428
2025-12-27T14:00:00,JP Nagar,22,4,0,22.4,205000,2870,10,6280,2121
2025-12-27T15:00:00,JP Nagar,23,4,0,22.4,205000,2870,10,6280,1616
2025-12-26T16:00:00,RR Nagar,0,4,0,22.4,238000,3010,9,6880,1397
2025-12-26T17:00:00,RR Nagar,1,4,0,22.4,238000,3010,9,6880,1406
2025-12-26T18:00:00,RR Nagar,2,4,0,22.4,238000,3010,9,6880,1527
2025-12-26T19:00:00,RR Nagar,3,4,0,22.4,238000,3010,9,6880,1277
2025-12-26T20:00:00,RR Nagar,4,4,0,22.4,238000,3010,9,6880,1301
2025-12-26T21:00:00,RR Nagar,5,4,0,22.4,238000,3010,9,6880,1372
2025-12-26T22:00:00,RR Nagar,6,4,0,22.4,238000,3010,9,6880,1857
2025-12-26T23:00:00,RR Nagar,7,4,0,22.4,238000,3010,9,6880,2534
2025-12-27T00:00:00,RR Nagar,8,4,0,22.4,238000,3010,9,6880,3394
2025-12-27T01:00:00,RR Nagar,9,4,0,22.4,238000,3010,9,6880,3521
2025-12-27T02:00:00,RR Nagar,10,4,0,22.4,238000,3010,9,6880,2342
2025-12-27T03:00:00,RR Nagar,11,4,0,22.4,238000,3010,9,6880,2167
2025-12-27T04:00:00,RR Nagar,12,4,0,22.4,238000,3010,9,6880,2075
2025-12-27T05:00:00,RR Nagar,13,4,0,22.4,238000,3010,9,6880,1832
2025-12-27T06:00:00,RR Nagar,14,4,0,22.4,238000,3010,9,6880,2046
2025-12-27T07:00:00,RR Nagar,15,4,0,22.4,238000,3010,9,6880,2058
2025-12-27T08:00:00,RR Nagar,16,4,0,22.4,238000,3010,9,6880,1978
2025-12-27T09:00:00,RR Nagar,17,4,0,22.4,238000,3010,9,6880,2549
2025-12-27T10:00:00,RR Nagar,18,4,0,22.4,238000,3010,9,6880,4209
2025-12-27T11:00:00,RR Nagar,19,4,0,22.4,238000,3010,9,6880,4273
2025-12-27T12:00:00,RR Nagar,20,4,0,22.4,238000,3010,9,6880,4460
2025-12-27T13:00:00,RR Nagar,21,4,0,22.4,238000,3010,9,6880,4280
2025-12-27T14:00:00,RR Nagar,22,4,0,22.4,238000,3010,9,6880,2393
2025-12-27T15:00:00,RR Nagar,23,4,0,22.4,238000,3010,9,6880,1792
2025-12-26T16:00:00,Nagarbhavi,0,4,0,22.4,181000,2430,8,6020,1004
2025-12-26T17:00:00,Nagarbhavi,1,4,0,22.4,181000,2430,8,6020,1074
2025-12-26T18:00:00,Nagarbhavi,2,4,0,22.4,181000,2430,8,6020,1029
2025-12-26T19:00:00,Nagarbhavi,3,4,0,22.4,181000,2430,8,6020,995
2025-12-26T20:00:00,Nagarbhavi,4,4,0,22.4,181000,2430,8,6020,954
2025-12-26T21:00:00,Nagarbhavi,5,4,0,22.4,181000,2430,8,6020,959
2025-12-26T22:00:00,Nagarbhavi,6,4,0,22.4,181000,2430,8,6020,1336
2025-12-26T23:00:00,Nagarbhavi,7,4,0,22.4,181000,2430,8,6020,1611
2025-12-27T00:00:00,Nagarbhavi,8,4,0,22.4,181000,2430,8,6020,2701
2025-12-27T01:00:00,Nagarbhavi,9,4,0,22.4,181000,2430,8,6020,2502
2025-12-27T02:00:00,Nagarbhavi,10,4,0,22.4,181000,2430,8,6020,1602
2025-12-27T03:00:00,Nagarbhavi,11,4,0,22.4,181000,2430,8,6020,1482
2025-12-27T04:00:00,Nagarbhavi,12,4,0,22.4,181000,2430,8,6020,1526
